Name,Difficulty,Distance,elevation_gain,route_type,hiking,views,nature trips,walking,birding,wild flowers,forest,wildlife,trail running,dogs on leash,kid friendly,mountain biking,lake,dog friendly,river,horseback riding,no dogs,camping,snowshoeing,backpacking,waterfall,fishing,off road driving,cross country skiing,scenic driving,rock climbing,road biking,wheelchair friendly,skiing,historic site,cave,city walk,paddle sports,hot springs,rails trails,beach,location,stars
Emmaline Lake Trail to Cirque Meadows,MODERATE,7.2,882,Out & Back,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Roosevelt National Forest,4.3
East Inlet Trail to Adams Falls and Campsite,MODERATE,4.9,459,Out & Back,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rocky Mountain National Park,4.5
Nottingham Lake,EASY,0.9,22,Loop,1,1,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Avon,3.6
Blodgett Peak Open Space Loop,MODERATE,1.3,334,Loop,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Blodgett Peak Open Space,4.2
High Point Trail,MODERATE,0.0,0,Out & Back,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Black Canyon of the Gunnison National Park,4.0
Kannah Creek,HARD,16.2,4202,Out & Back,1,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Grand Mesa National Forest,4.0
Centennial Trail,EASY,14.7,1076,Out & Back,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Pike National Forest,3.5
Middle Frisco Trail,HARD,12.0,2604,Out & Back,1,1,0,0,0,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rio Grande National Forest,4.8
Owl Perch / Lodge Pole Loop,EASY,1.5,190,Loop,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Meyer Ranch Park,3.9
Big Blue Trail,MODERATE,22.3,3851,Out & Back,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Uncompahgre National Forest,4.1
Buffalo Creek West Side Loop,MODERATE,14.5,1643,Loop,1,1,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pike National Forest,4.8
Pikes Peak National Forest Trail 375/375B,MODERATE,3.9,255,Loop,1,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pike National Forest,4.0
Picture Canyon Trail,EASY,5.7,229,Out & Back,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,Comanche National Grassland,4.0
Rooney Valley Trail,MODERATE,4.3,830,Out & Back,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,William F Hayden Green Mountain Park,3.9
Rock Creek Trail,EASY,10.6,259,Out & Back,1,1,1,1,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lafayette Great Park,3.1
Mount Trelease,MODERATE,5.0,1610,Loop,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Arapaho National Forest,3.7
Writer Vista Park Trail,MODERATE,1.3,29,Out & Back,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ketring Park,3.8
Mount Richthofen Summit Trail,MODERATE,4.1,2637,Loop,1,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,State Forest State Park,4.5
Silver Lake Trail,HARD,6.9,2716,Out & Back,1,1,1,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,San Juan National Forest,4.7
Grazing Elk Trail,EASY,4.6,475,Loop,1,1,1,1,1,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,South Valley Park,3.5
San Luis Summit,HARD,11.2,3487,Out & Back,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,La Garita Wilderness,4.7
Rim Rock Trail,MODERATE,4.1,583,Out & Back,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Castlewood Canyon State Park,4.2
Elk Mountain Trail,MODERATE,3.5,1200,Out & Back,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Arapaho National Forest,3.3
Twin Owls and Lumpy Ridge Loop,EASY,1.6,446,Loop,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rocky Mountain National Park,4.5
Waterton Canyon Short Hike,EASY,6.3,298,Out & Back,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chatfield State Park,4.0
Wildflower Path and Upper Meadows Loop,EASY,1.0,118,Loop,1,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Stratton Open Space,3.9
Breckenridge Peak Trail,HARD,9.7,3690,Out & Back,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Arapaho National Forest,3.8
Fruita Paleo Trail,EASY,0.7,49,Loop,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,McInnis Canyons National Conservation Area,4.1
Mesa Top Loop Road,EASY,4.6,337,Loop,0,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,Mesa Verde National Park,4.4
Mount Powell Summit Trail,HARD,9.2,3221,Out & Back,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,White River National Forest,4.3
Colorado Trail above Little Molas Lake,MODERATE,5.2,810,Out & Back,1,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Molas Park,4.8
Niwot Mountain Summit Route via Left Hand Reservoir Road,MODERATE,5.4,1404,Loop,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Roosevelt National Forest,3.7
Echo Lake to Idaho Springs Reservoir,MODERATE,6.6,885,Out & Back,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mount Evans Wilderness,4.7
Mount Lamborn Trail,MODERATE,7.6,3999,Out & Back,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gunnison National Forest,4.2
Highline/Native Lake Trail,HARD,16.8,4379,Loop,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mount Massive Wilderness,4.2
Reservoir Ridge Trail to Foothills Trail Loop,MODERATE,2.8,505,Loop,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Reservoir Ridge Natural Area,3.8
North Fork Clear Creek Trail (1463),EASY,4.1,285,Out & Back,1,1,1,1,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,San Isabel National Forest,4.8
Hine Lake Loop Trail,EASY,1.9,55,Loop,1,1,1,1,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ruben A Easton Regional Park,3.7
Smuggler Mountain Road,EASY,2.7,780,Out & Back,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,White River National Forest,4.4
Pipeline Trail,EASY,1.5,9,Out & Back,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cherry Creek State Park,4.1
Colorado Trail : Segment 9,HARD,12.7,2339,Point to Point,1,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Holy Cross Wilderness,4.9
Trappers Lake Trail,MODERATE,5.5,636,Loop,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,White River National Forest,4.0
Rock Pond to Werley Ranch Loop Trail,MODERATE,7.4,1522,Loop,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mueller State Park,4.0
Colorado Trail : Segment 12,HARD,16.9,4570,Point to Point,1,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Collegiate Peaks Wilderness,5.0
Hornbeck Wildlife Loop ,EASY,3.6,501,Loop,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Florissant Fossil Beds National Monument,3.8
Baker Gulch to Parika Lake,MODERATE,10.8,2683,Out & Back,1,1,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Never Summer Wilderness,5.0
Westridge Trail Via Timber Trail,MODERATE,10.2,2125,Out & Back,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Charles A Lory State Park,4.0
Iron Chest Mine,HARD,5.2,1856,Out & Back,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,San Isabel National Forest,4.5
Turkey Flats Loop Trail,MODERATE,10.3,1377,Loop,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grand Mesa National Forest,4.5
Hermosa Creek Trail from Hermosa,EASY,18.2,3339,Point to Point,1,0,0,1,1,0,1,0,1,0,0,1,0,1,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Hermosa Creek Wilderness Area,4.4
Janet's Cabin Trail,HARD,9.9,2011,Out & Back,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,White River National Forest,4.5
Homestead Trail ,EASY,6.4,649,Out & Back,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Homestead Park,3.1
Osprey Viewpoint,EASY,1.0,49,Out & Back,1,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,White River National Forest,4.0
Ridge Route,MODERATE,2.5,629,Out & Back,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,White River National Forest,4.1
Rocky Mountain Lake Loop,HARD,11.8,2568,Loop,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rocky Mountain National Park,4.8
Elk Falls Pond,MODERATE,7.7,1246,Out & Back,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Staunton State Park,3.9
Colorado Trail: Mount Elbert Trailhead to Twin Lakes,MODERATE,8.7,1049,Point to Point,1,1,1,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,San Isabel National Forest,4.8
Neversink Trail,EASY,1.3,9,Out & Back,1,0,0,1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Curecanti National Recreation Area,3.4
First Fork Trail,MODERATE,3.2,718,Out & Back,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,San Juan National Forest,3.7
The Spearhead via Glacier Gorge Trail,HARD,12.5,3464,Out & Back,1,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Rocky Mountain National Park,4.3
Ormes Peak East Face,EASY,0.5,459,Out & Back,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pike National Forest,3.7
Salt Creek Trail (#618),EASY,25.0,5114,Out & Back,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Pike National Forest,3.8
Sheep Creek Trail,MODERATE,18.3,2644,Loop,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Buffalo Peaks Wilderness,4.8
Mummy Mountain Trail,HARD,14.8,4904,Loop,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rocky Mountain National Park,4.5
South Creek Trail,MODERATE,3.5,823,Out & Back,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,San Isabel National Forest,4.0
Lenhardy Cutoff,EASY,9.9,1745,Point to Point,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,San Isabel National Forest,4.4
Picayne and Placer Gulches,EASY,8.9,2027,Loop,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,San Juan National Forest,4.3
Teocalli Ridge Loop Trail,HARD,10.9,2303,Loop,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gunnison National Forest,4.2
Brush Creek Lakes,MODERATE,8.1,1948,Out & Back,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,San Isabel National Forest,3.0
Mandall Lakes Trail (#1121),MODERATE,9.0,1440,Out & Back,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Medicine Bow-Routt National Forest,4.7
Hermit Pass,EASY,8.1,4412,Point to Point,0,1,1,0,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,San Isabel National Forest,4.2
Waneka Lake,EASY,1.2,9,Loop,1,1,1,1,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Waneka Park,4.3
Village Trail,EASY,3.6,180,Point to Point,1,1,1,1,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Uncompahgre National Forest,4.0
Mount Bross,HARD,3.1,2122,Out & Back,1,1,1,1,1,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Pike National Forest,3.4
Hogback Valley and Codell Loop,MODERATE,1.7,252,Loop,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Red Rock Canyon Open Space,4.4
Snow Mountain Trail,MODERATE,3.9,456,Out & Back,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Arapaho National Forest,3.3
Longhorn Trail to Shorthorn Trail to Belcher Hill Trail to Sawmill Trail Loop,MODERATE,4.3,830,Loop,1,0,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,White Ranch Open Space Park,4.5
Fulford Cave Trail,MODERATE,0.9,534,Out & Back,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,White River National Forest,4.0
Boggy Draw Trail,MODERATE,8.4,515,Loop,1,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,San Juan National Forest,4.2
Bearberry and Silver Fox Loop,MODERATE,2.2,232,Loop,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Alderfer / Three Sisters Park,4.2
Ute Pass Trail,MODERATE,4.0,918,Out & Back,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,White River National Forest,3.8
Hot Springs Canyon Trail,EASY,4.8,1591,Out & Back,1,1,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rio Grande National Forest,4.2
Cherry Creek Natural Area,EASY,5.5,111,Out & Back,1,0,1,1,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cherry Creek State Park,3.6
Kreutzer Nature Trail,MODERATE,2.0,603,Loop,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Roosevelt National Forest,3.6
Rawhide Trail and Wrangler's Run Trail,EASY,2.1,387,Loop,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,White Ranch Open Space Park,4.3
Buffalo Meadows Via Rich Creek,MODERATE,12.6,2148,Out & Back,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Buffalo Peaks Wilderness,4.3
Summerville Trail,MODERATE,21.3,5889,Out & Back,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gunnison National Forest,4.3
Jones Creek and Dutch Creek,HARD,9.7,1328,Out & Back,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,San Juan National Forest,4.1
Picket Wire Canyonlands Trail,HARD,17.0,830,Out & Back,1,1,1,1,1,1,0,0,1,0,0,1,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Comanche National Grassland,4.4
Crestone Needle from Old South Colony Trailhead,HARD,5.5,3008,Out & Back,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Sangre de Cristo Wilderness,5.0
Castor Cut-Off Trail,EASY,0.8,65,Loop,1,1,0,1,0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lair o' the Bear Park,4.4
Crested Butte Upper and Lower Loop,MODERATE,4.6,337,Loop,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gunnison National Forest,4.8
"Harmonica Arch, Shaft House, and Goose Creek Loop",MODERATE,10.6,1978,Loop,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pike National Forest,5.0
Beaver Brook Trail,MODERATE,3.1,577,Out & Back,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Arapaho National Forest,3.9
Colorado Trail : Segment 10,HARD,12.5,2480,Point to Point,1,1,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mount Massive Wilderness,4.4
Clark Peak Summit Trail,MODERATE,9.5,3887,Loop,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Medicine Bow-Routt National Forest,4.2
Dakota Ridge Trail,EASY,4.1,921,Out & Back,1,1,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matthews Winters Park,4.1
Hogback Nature Loop Trail,EASY,1.5,177,Loop,1,1,1,0,0,1,1,1,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lathrop State Park,4.4
Rifle Gap Reservoir,EASY,1.5,91,Out & Back,1,1,1,1,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rifle Gap State Park,4.4
"Green Mountain via Gregory Canyon, Ranger, E.M. Greenman, Saddle Rock and Amphitheater Loop",HARD,4.6,2398,Loop,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Boulder Open Space,4.6
Waldrop North Trail,EASY,4.2,475,Out & Back,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Roosevelt National Forest,3.8
Horn Peak Trail,HARD,6.9,2644,Out & Back,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,San Isabel National Forest,4.7
Treeline Loop,EASY,2.6,328,Loop,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,San Isabel National Forest,4.0
Last Dollar 4x4 Road,EASY,20.6,3015,Point to Point,1,1,1,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,Uncompahgre Wilderness,3.9
Peltier Lake Trail,MODERATE,5.9,1571,Out & Back,1,1,1,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,White River National Forest,4.0
Niedrach Nature Trail and Gazebo Boardwalk,EASY,3.4,36,Out & Back,1,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Barr Lake State Park,3.5
West Bench Trail,EASY,12.2,1128,Out & Back,1,1,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Grand Mesa National Forest,4.4
Wellington Ditch Trail,EASY,1.8,157,Out & Back,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Great Sand Dunes National Park,3.9
Cottonwood Creek Trail,EASY,5.0,223,Loop,1,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Cottonwood Creek Park,4.4
Hunters Lake Loop,EASY,4.0,751,Loop,1,1,1,1,1,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rio Grande National Forest,4.1
Aspen Mountain Trail,MODERATE,5.0,1906,Out & Back,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,White River National Forest,3.5
Red & White Mountain,MODERATE,11.8,1118,Point to Point,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,White River National Forest,3.7
Lower Crater Lakes via Rogers Pass Trail,EASY,6.6,1610,Loop,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Roosevelt/Arapaho National Forest,4.5
Conundrum Creek Day Hike,MODERATE,3.6,593,Out & Back,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Maroon Bells Snowmass Wilderness,4.5
Seven Lakes Trail,HARD,11.3,2047,Out & Back,1,1,0,1,1,1,1,1,1,0,0,1,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Medicine Bow-Routt National Forest,0.0
Santa Fe Peak ,MODERATE,18.7,5925,Out & Back,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,White River National Forest,4.4
Ginny Trail to Valley Loop Trail,MODERATE,9.0,1604,Loop,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bobcat Ridge Natural Area,3.8
