Name,Difficulty,Distance,Elevation Gain,Route Type,hiking,views,nature trips,walking,birding,wild flowers,forest,wildlife,trail running,dogs on leash,kid friendly,mountain biking,lake,dog friendly,river,horseback riding,no dogs,camping,snowshoeing,backpacking,waterfall,fishing,off road driving,cross country skiing,scenic driving,rock climbing,road biking,wheelchair friendly,skiing,historic site,cave,city walk,paddle sports,hot springs,rails trails,beach
Shoreline Trail to Horsetooth Reservoir,EASY,1.3 miles,213 feet,Out & Back,1,1,1,1,1,1,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mariana Butte Trail to the Top,MODERATE,0.4 miles,65 feet,Out & Back,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lake Como Trail,HARD,13.8 miles,"4,261 feet",Out & Back,1,1,1,1,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
St. Vrain Greenway Trail,EASY,17.5 miles,262 feet,Out & Back,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Lake Park Trail,HARD,13.3 miles,"3,300 feet",Out & Back,1,1,1,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pass Creek and Coal Creek Loop Trail,HARD,7.5 miles,"1,837 feet",Loop,1,1,1,0,1,1,1,1,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
Metberry Gulch 4x4 Road,MODERATE,8.9 miles,"2,053 feet",Out & Back,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Deer Creek Trail,EASY,7.0 miles,"1,837 feet",Out & Back,1,1,1,1,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Capital Creek Loop to Haystack Mountain,MODERATE,38.6 miles,"12,214 feet",Loop,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nature Trail,EASY,2.2 miles,324 feet,Out & Back,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Saint Charles Trail,HARD,17.1 miles,"5,787 feet",Out & Back,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Davis Meadow Trail,EASY,3.8 miles,613 feet,Out & Back,1,1,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Mount Falcon Mountain Bike Trail,MODERATE,12.9 miles,"2,844 feet",Loop,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Black Bear Trail,EASY,7.4 miles,951 feet,Loop,1,1,1,0,1,1,1,1,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Hidden Valley Trail,HARD,2.2 miles,"1,066 feet",Out & Back,1,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Step House Trail,MODERATE,0.8 miles,154 feet,Loop,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Boy Scout Trail and May's Point,EASY,1.5 miles,236 feet,Loop,1,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Montville Nature Trail,EASY,0.5 miles,88 feet,Loop,1,0,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zapata Falls Campground,EASY,1.0 miles,95 feet,Loop,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Georgia Pass Trail,MODERATE,24.2 miles,"3,802 feet",Out & Back,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Avalanche Gulch via Main Range Trail,HARD,5.7 miles,"2,496 feet",Out & Back,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Parry  Peak and Mount Bancroft,MODERATE,13.7 miles,"5,022 feet",Out & Back,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Far View Sites Complex,EASY,0.8 miles,78 feet,Loop,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Green Mountain Trail,MODERATE,5.4 miles,823 feet,Loop,1,1,1,1,1,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
San Carlos Trail,MODERATE,3.4 miles,"1,207 feet",Out & Back,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hope Pass via Willis Gulch Trail,MODERATE,8.6 miles,"3,254 feet",Out & Back,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Corral Creek,MODERATE,4.6 miles,"1,112 feet",Out & Back,1,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Palmer Divide Ranch Trail,EASY,4.4 miles,298 feet,Loop,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Conejos Peak,HARD,7.1 miles,"2,506 feet",Loop,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kelso Mountain,MODERATE,5.9 miles,"2,322 feet",Out & Back,1,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pearl Pass,HARD,22.7 miles,"3,464 feet",Point to Point,1,1,0,0,0,0,1,0,1,0,0,1,0,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Avalanche Lake Trail,MODERATE,19.8 miles,"4,356 feet",Out & Back,1,1,1,0,0,1,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gold Dust Trail,MODERATE,8.1 miles,"1,158 feet",Out & Back,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Missouri, Belford, and Oxford Mountains",HARD,11.9 miles,"6,952 feet",Loop,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Range View, Ute, May's Point, and Boy Scout Trail Loop",EASY,2.3 miles,410 feet,Loop,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Little Bear Peak,HARD,16.9 miles,"6,384 feet",Out & Back,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hancock Pass Alpine Tunnel 4x4 Road,MODERATE,14.2 miles,"3,143 feet",Point to Point,1,1,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Porcupine Gulch,HARD,7.0 miles,"2,536 feet",Out & Back,1,1,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Kokopelli's Area Network: Horsethief Bench Trail,MODERATE,7.8 miles,859 feet,Loop,1,0,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Governor Basin 4x4 Road,HARD,15.4 miles,"3,809 feet",Out & Back,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Columbine Lake via Oscars Pass,HARD,8.9 miles,"3,959 feet",Out & Back,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fourmile Area Trail,EASY,11.5 miles,"1,873 feet",Loop,1,1,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Stillwater Reservoir to Keener Lake,HARD,7.4 miles,"1,515 feet",Out & Back,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
High Line Canal Trail: Waterton Canyon,EASY,11.9 miles,131 feet,Out & Back,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Chimney Rock Trail,EASY,0.6 miles,160 feet,Out & Back,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Holy Bucket Miramonte Rim Loop Trail,EASY,5.1 miles,505 feet,Loop,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ridgway Reservoir,MODERATE,6.9 miles,856 feet,Out & Back,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Balanced Rock, Chautauqua Mountain Loop",MODERATE,5.0 miles,"1,581 feet",Loop,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mount Silverheels,MODERATE,7.6 miles,"2,949 feet",Out & Back,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
La Plata Ellingwood Ridge,HARD,9.2 miles,"4,819 feet",Loop,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Hancock Lake Trail,MODERATE,8.7 miles,"2,020 feet",Out & Back,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West White Pine Mountain Trail,HARD,5.3 miles,"1,968 feet",Out & Back,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Barr Trail Day Hike,MODERATE,6.1 miles,"2,053 feet",Out & Back,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Montezuma Basin,HARD,8.8 miles,"2,834 feet",Out & Back,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Molly Lake Trail,MODERATE,9.4 miles,902 feet,Out & Back,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cottonwood Pass,EASY,1.4 miles,442 feet,Out & Back,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Highline Trail,EASY,3.0 miles,613 feet,Loop,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bear Creek to Bruin Bluff and Creekside Trail,MODERATE,2.6 miles,278 feet,Loop,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Long Gulch,EASY,2.3 miles,190 feet,Loop,1,0,1,0,1,0,1,0,0,0,1,1,0,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Carson Ghost Town Trail,MODERATE,7.0 miles,"2,188 feet",Out & Back,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"Meadow View, Bear Creek and Picnic Trail Loop",MODERATE,3.5 miles,544 feet,Loop,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Turquoise Lake Trail,EASY,11.0 miles,433 feet,Out & Back,1,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anne-Marie Falls,EASY,2.4 miles,459 feet,Out & Back,1,1,1,1,1,0,1,0,1,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Red and Green Loop Trail,MODERATE,3.0 miles,383 feet,Loop,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Black Canyon Trail,MODERATE,15.5 miles,"3,802 feet",Out & Back,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Elkhorn Trail and Eagle's View Trail Loop,MODERATE,4.1 miles,"1,059 feet",Loop,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ellingwood Point via Lake Como Road,HARD,18.4 miles,"6,374 feet",Out & Back,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Wilcox Trail,EASY,1.4 miles,9 feet,Loop,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Buffalo Peaks and Salt Creek Trail Loop,MODERATE,29.4 miles,"5,482 feet",Loop,1,1,1,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cataract Lake Trail,HARD,8.6 miles,"2,742 feet",Out & Back,1,1,1,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Devil's Causeway, Skinny Fish and Trappers Lake Loop",HARD,30.6 miles,"5,603 feet",Loop,1,1,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Riverwalk Trail,EASY,9.0 miles,295 feet,Out & Back,1,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Evergreen Mountain West, Summit, and East Trail Loop",MODERATE,5.3 miles,"1,010 feet",Loop,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Baseline Trail,EASY,1.2 miles,337 feet,Loop,1,1,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rio Grande Trail East,EASY,2.8 miles,141 feet,Out & Back,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Marshall Pass and Poncha Creek,EASY,13.6 miles,"2,585 feet",Point to Point,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Deckers Cliff Trail,EASY,0.3 miles,22 feet,Out & Back,1,1,1,0,1,1,1,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Beaver Mountian Trail,MODERATE,4.1 miles,843 feet,Loop,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Upper Big Bluestem, Mesa and Towhee Trail Loop",MODERATE,4.4 miles,849 feet,Loop,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chatfield Wetlands,EASY,14.6 miles,577 feet,Out & Back,1,0,1,1,1,1,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lost Lake Campground,EASY,0.4 miles,19 feet,Out & Back,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ironedge Trail,HARD,5.7 miles,"2,290 feet",Out & Back,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hadley Gulch Trail,MODERATE,8.4 miles,"3,146 feet",Out & Back,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Shoreline Trail to Nomad Trail Loop,MODERATE,4.6 miles,410 feet,Loop,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Little Beaver Creek Trail,MODERATE,12.9 miles,"1,948 feet",Out & Back,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Haynach Lakes Trail,HARD,14.7 miles,"2,329 feet",Out & Back,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Colorado Trail : Segment 8,HARD,24.1 miles,"4,498 feet",Point to Point,1,1,1,1,1,0,1,1,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Baldy Trail to Baldy Peak,HARD,5.6 miles,"2,240 feet",Out & Back,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Big Meadow and Ptarmigan Pass Loop Trail,MODERATE,25.3 miles,"4,202 feet",Loop,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Rosedale Peak Trail,MODERATE,7.7 miles,"2,299 feet",Out & Back,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Monarch Lake via High Lonesome Trail,MODERATE,23.8 miles,"4,032 feet",Out & Back,1,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Doctor Park,HARD,19.1 miles,"3,024 feet",Loop,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kite Lake to Mount Democrat Trail,HARD,3.8 miles,"2,034 feet",Out & Back,1,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maxwell Falls Bluffs Trail Upper Loop,MODERATE,5.4 miles,"1,233 feet",Loop,1,0,0,0,0,0,1,1,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South Chicago Creek,MODERATE,3.6 miles,"1,328 feet",Out & Back,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Dinosaur National Monument Echo Park Campground Trail,EASY,0.5 miles,29 feet,Out & Back,0,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cedar Gulch to Mount Galbraith Peak Loop,MODERATE,4.4 miles,987 feet,Loop,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zippity Do Da Trail,HARD,8.0 miles,761 feet,Loop,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Monument Canyon Loop Trail,MODERATE,4.5 miles,767 feet,Loop,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ruby Anthricite,MODERATE,9.4 miles,"2,473 feet",Out & Back,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sunshine Mountain East Ridge,MODERATE,6.4 miles,"3,930 feet",Out & Back,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
Wearyman Creek,MODERATE,9.4 miles,"2,332 feet",Out & Back,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Mary's and Moore Fun Loop Trail,MODERATE,10.1 miles,"1,361 feet",Loop,0,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stewart Creek Trail: Eddiesville Trailhead to San Luis Peak,HARD,12.1 miles,"3,467 feet",Out & Back,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Green Mountain, Hayden Trail, and Rooney Valley Trail",EASY,5.8 miles,921 feet,Loop,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Haydan & Medano Pass Sand Dunes Scenic Drive,MODERATE,93.4 miles,"7,979 feet",Point to Point,1,1,1,1,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Mills Lake via Glacier Gorge Trail,MODERATE,5.3 miles,941 feet,Out & Back,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lost Lake Hike,MODERATE,3.5 miles,429 feet,Out & Back,1,1,1,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tombstone Nature Loop Trail,EASY,1.0 miles,124 feet,Loop,1,1,1,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Camp Lake Trail,HARD,16.1 miles,"2,723 feet",Out & Back,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mineral Creek 4x4 Trail,HARD,13.6 miles,"3,264 feet",Out & Back,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Gunison Gorge Wilderness Trails,MODERATE,4.7 miles,813 feet,Out & Back,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Two Elk National Recreation Trail,HARD,18.9 miles,"4,770 feet",Out & Back,1,0,0,0,0,1,1,1,1,0,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Paint Mine Overlook,EASY,0.2 miles,16 feet,Out & Back,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Walter Orr Roberts Weather Trail,EASY,1.0 miles,374 feet,Loop,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Wild Cherry Creek to Cherry Lake,MODERATE,12.0 miles,"3,326 feet",Out & Back,1,0,1,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mount Herman Scramble,HARD,2.7 miles,"1,692 feet",Loop,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Lake Mary Loop,EASY,0.8 miles,13 feet,Loop,1,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lon Hagler Reservoir Trail,MODERATE,2.4 miles,62 feet,Loop,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cache la Poudre River Trail,EASY,4.3 miles,331 feet,Out & Back,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Little Scraggy Peak Loop,HARD,12.2 miles,"1,601 feet",Loop,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Putney Gulch to Anne-Marie Falls,MODERATE,4.5 miles,"1,007 feet",Out & Back,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kit Carson Mountain Via Willow Lake Trail,HARD,12.3 miles,"6,289 feet",Out & Back,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Beaver Creek Trail to Sawtooth Mountain,HARD,13.8 miles,"3,195 feet",Out & Back,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
