,Name,Difficulty,Distance,Elevation Gain,Route Type,hiking,views,nature trips,walking,birding,wild flowers,forest,wildlife,trail running,dogs on leash,kid friendly,mountain biking,lake,dog friendly,river,horseback riding,no dogs,camping,snowshoeing,backpacking,waterfall,fishing,off road driving,cross country skiing,scenic driving,rock climbing,road biking,wheelchair friendly,skiing,historic site,cave,city walk,paddle sports,hot springs,rails trails,beach,location,stars,Unnamed: 0,link
1591,Emmaline Lake Trail to Cirque Meadows,MODERATE,7.2 miles,882 feet,Out & Back,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Roosevelt National Forest,4.3,1591,https://www.alltrails.com/trail/us/colorado/emmaline-lake-trail-to-cirque-meadows?ref=result-card
1592,East Inlet Trail to Adams Falls and Campsite,MODERATE,4.9 miles,459 feet,Out & Back,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rocky Mountain National Park,4.5,1592,https://www.alltrails.com/trail/us/colorado/east-inlet-trail-to-adams-falls-and-campsite?ref=result-card
1593,Nottingham Lake,EASY,0.9 miles,22 feet,Loop,1,1,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Avon,3.6,1593,https://www.alltrails.com/trail/us/colorado/nottingham-lake?ref=result-card
1594,Blodgett Peak Open Space Loop,MODERATE,1.3 miles,334 feet,Loop,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Blodgett Peak Open Space,4.2,1594,https://www.alltrails.com/trail/us/colorado/blodgett-peak-open-space-loop?ref=result-card
1595,High Point Trail,MODERATE,0.0 miles,0 feet,Out & Back,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Black Canyon of the Gunnison National Park,4.0,1595,https://www.alltrails.com/trail/us/colorado/high-point-trail?ref=result-card
1596,The Loneliest Road (US Highway 50),EASY,1134.1 miles,"16,243 feet",Point to Point,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,None,4.2,1596,https://www.alltrails.com/trail/us/colorado/the-loneliest-road-us-highway-50?ref=result-card
1597,Kannah Creek,HARD,16.2 miles,"4,202 feet",Out & Back,1,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Grand Mesa National Forest,4.0,1597,https://www.alltrails.com/trail/us/colorado/kannah-creek?ref=result-card
1598,Centennial Trail,EASY,14.7 miles,"1,076 feet",Out & Back,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Pike National Forest,3.5,1598,https://www.alltrails.com/trail/us/colorado/china-wall?ref=result-card
1599,Middle Frisco Trail,HARD,12.0 miles,"2,604 feet",Out & Back,1,1,0,0,0,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rio Grande National Forest,4.8,1599,https://www.alltrails.com/trail/us/colorado/middle-frisco-trail?ref=result-card
1600,Owl Perch / Lodge Pole Loop,EASY,1.5 miles,190 feet,Loop,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Meyer Ranch Park,3.9,1600,https://www.alltrails.com/trail/us/colorado/owl-perch-lodge-pole-loop?ref=result-card
1601,Big Blue Trail,MODERATE,22.3 miles,"3,851 feet",Out & Back,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Uncompahgre National Forest,4.1,1601,https://www.alltrails.com/trail/us/colorado/big-blue-trail?ref=result-card
1602,Buffalo Creek West Side Loop,MODERATE,14.5 miles,"1,643 feet",Loop,1,1,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pike National Forest,4.8,1602,https://www.alltrails.com/trail/us/colorado/buff-creek-west-side-loop?ref=result-card
1603,Pikes Peak National Forest Trail 375/375B,MODERATE,3.9 miles,255 feet,Loop,1,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pike National Forest,4.0,1603,https://www.alltrails.com/trail/us/colorado/pikes-peak-national-forest-trail-375-375b?ref=result-card
1604,Broomfield & Louisville Loop Trail,MODERATE,11.7 miles,374 feet,Loop,1,1,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,None,3.6,1604,https://www.alltrails.com/trail/us/colorado/broomfield-louisville-loop-trail?ref=result-card
1605,Picture Canyon Trail,EASY,5.7 miles,229 feet,Out & Back,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,Comanche National Grassland,4.0,1605,https://www.alltrails.com/trail/us/colorado/picture-canyon-trail?ref=result-card
1606,Carbon Junction Loop Trail,MODERATE,16.2 miles,"2,637 feet",Loop,1,1,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,4.3,1606,https://www.alltrails.com/trail/us/colorado/carbon-junction-loop-trail?ref=result-card
1607,Rooney Valley Trail,MODERATE,4.3 miles,830 feet,Out & Back,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,William F Hayden Green Mountain Park,3.9,1607,https://www.alltrails.com/trail/us/colorado/rooney-valley-trail?ref=result-card
1608,Rock Creek Trail,EASY,10.6 miles,259 feet,Out & Back,1,1,1,1,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lafayette Great Park,3.1,1608,https://www.alltrails.com/trail/us/colorado/rock-creek-trail?ref=result-card
1609,Mount Trelease,MODERATE,5.0 miles,"1,610 feet",Loop,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Arapaho National Forest,3.7,1609,https://www.alltrails.com/trail/us/colorado/mount-trelease?ref=result-card
1610,Writer Vista Park Trail,MODERATE,1.3 miles,29 feet,Out & Back,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ketring Park,3.8,1610,https://www.alltrails.com/trail/us/colorado/writer-vista-park-trail?ref=result-card
1611,Boss Lake Trail,MODERATE,4.5 miles,"1,305 feet",Out & Back,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,4.4,1611,https://www.alltrails.com/trail/us/colorado/boss-lake-trail?ref=result-card
1612,Wet Mountains Scenic Drive: Florence to Colorado City,EASY,58.7 miles,"2,814 feet",Point to Point,0,1,0,0,1,0,1,1,0,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,None,4.2,1612,https://www.alltrails.com/trail/us/colorado/wet-mountains-scenic-drive-florence-to-colorado-city?ref=result-card
1613,Mount Richthofen Summit Trail,MODERATE,4.1 miles,"2,637 feet",Loop,1,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,State Forest State Park,4.5,1613,https://www.alltrails.com/trail/us/colorado/mount-richthofen-summit-trail?ref=result-card
1614,Silver Lake Trail,HARD,6.9 miles,"2,716 feet",Out & Back,1,1,1,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,San Juan National Forest,4.7,1614,https://www.alltrails.com/trail/us/colorado/silver-lake-trail?ref=result-card
1615,Grazing Elk Trail,EASY,4.6 miles,475 feet,Loop,1,1,1,1,1,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,South Valley Park,3.5,1615,https://www.alltrails.com/trail/us/colorado/grazing-elk-trail--2?ref=result-card
1616,San Luis Summit,HARD,11.2 miles,"3,487 feet",Out & Back,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,La Garita Wilderness,4.7,1616,https://www.alltrails.com/trail/us/colorado/san-luis-summit?ref=result-card
1617,Rim Rock Trail,MODERATE,4.1 miles,583 feet,Out & Back,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Castlewood Canyon State Park,4.2,1617,https://www.alltrails.com/trail/us/colorado/rim-rock-trail--2?ref=result-card
1618,Elk Mountain Trail,MODERATE,3.5 miles,"1,200 feet",Out & Back,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Arapaho National Forest,3.3,1618,https://www.alltrails.com/trail/us/colorado/elk-mountain-trail?ref=result-card
1619,Twin Owls and Lumpy Ridge Loop,EASY,1.6 miles,446 feet,Loop,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rocky Mountain National Park,4.5,1619,https://www.alltrails.com/trail/us/colorado/twin-owls-and-lumpy-ridge-loop?ref=result-card
1620,Waterton Canyon Short Hike,EASY,6.3 miles,298 feet,Out & Back,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chatfield State Park,4.0,1620,https://www.alltrails.com/trail/us/colorado/waterton-canyon-short-hike?ref=result-card
1621,Wildflower Path and Upper Meadows Loop,EASY,1.0 miles,118 feet,Loop,1,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Stratton Open Space,3.9,1621,https://www.alltrails.com/trail/us/colorado/wildflower-path-and-upper-meadows-loop?ref=result-card
1622,Breckenridge Peak Trail,HARD,9.7 miles,"3,690 feet",Out & Back,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Arapaho National Forest,3.8,1622,https://www.alltrails.com/trail/us/colorado/breckenridge-peak-trail?ref=result-card
1623,Fruita Paleo Trail,EASY,0.7 miles,49 feet,Loop,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,McInnis Canyons National Conservation Area,4.1,1623,https://www.alltrails.com/trail/us/colorado/fruita-paleo-area?ref=result-card
1624,Buena Vista to Tincup 4x4,MODERATE,32.1 miles,"4,711 feet",Point to Point,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,Arapaho National Forest,5.0,1624,https://www.alltrails.com/trail/us/colorado/buena-vista-to-tincup-4x4?ref=result-card
1625,Mesa Top Loop Road,EASY,4.6 miles,337 feet,Loop,0,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,Mesa Verde National Park,4.4,1625,https://www.alltrails.com/trail/us/colorado/mesa-top-loop-road?ref=result-card
1626,Mount Powell Summit Trail,HARD,9.2 miles,"3,221 feet",Out & Back,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,White River National Forest,4.3,1626,https://www.alltrails.com/trail/us/colorado/mount-powell-summit-trail?ref=result-card
1627,Colorado Trail above Little Molas Lake,MODERATE,5.2 miles,810 feet,Out & Back,1,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Molas Park,4.8,1627,https://www.alltrails.com/trail/us/colorado/colorado-trail-above-little-molas-lake?ref=result-card
1628,Niwot Mountain Summit Route via Left Hand Reservoir Road,MODERATE,5.4 miles,"1,404 feet",Loop,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Roosevelt National Forest,3.7,1628,https://www.alltrails.com/trail/us/colorado/niwot-mountain-summit-route-via-left-hand-reservoir-road?ref=result-card
1629,Valmont Bike Park Trails,MODERATE,2.2 miles,42 feet,Loop,0,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,4.3,1629,https://www.alltrails.com/trail/us/colorado/valmont-bike-park-trails?ref=result-card
1630,Berkeley Lake Park Loop,EASY,1.1 miles,9 feet,Loop,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,None,3.7,1630,https://www.alltrails.com/trail/us/colorado/berkeley-lake-park-loop?ref=result-card
1631,Echo Lake to Idaho Springs Reservoir,MODERATE,6.6 miles,885 feet,Out & Back,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mount Evans Wilderness,4.7,1631,https://www.alltrails.com/trail/us/colorado/echo-lake-to-idaho-springs-reservoir?ref=result-card
1632,Mount Lamborn Trail,MODERATE,7.6 miles,"3,999 feet",Out & Back,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gunnison National Forest,4.2,1632,https://www.alltrails.com/trail/us/colorado/mount-lamborn-trail?ref=result-card
1633,Highline/Native Lake Trail,HARD,16.8 miles,"4,379 feet",Loop,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mount Massive Wilderness,4.2,1633,https://www.alltrails.com/trail/us/colorado/highline-native-lake-trail?ref=result-card
1634,Reservoir Ridge Trail to Foothills Trail Loop,MODERATE,2.8 miles,505 feet,Loop,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Reservoir Ridge Natural Area,3.8,1634,https://www.alltrails.com/trail/us/colorado/reservoir-ridge-trail-to-foothills-trail?ref=result-card
1635,North Fork Clear Creek Trail (1463),EASY,4.1 miles,285 feet,Out & Back,1,1,1,1,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,San Isabel National Forest,4.8,1635,https://www.alltrails.com/trail/us/colorado/the-north-fork-of-clear-creek?ref=result-card
1636,Hine Lake Loop Trail,EASY,1.9 miles,55 feet,Loop,1,1,1,1,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ruben A Easton Regional Park,3.7,1636,https://www.alltrails.com/trail/us/colorado/hine-lake-loop-trail?ref=result-card
1637,Siena Reservoir Trail,EASY,1.2 miles,39 feet,Loop,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,3.6,1637,https://www.alltrails.com/trail/us/colorado/siena-reservoir-trail?ref=result-card
1638,Nugget Hill Trail,MODERATE,4.4 miles,"1,637 feet",Out & Back,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,3.7,1638,https://www.alltrails.com/trail/us/colorado/nugget-hill-trail?ref=result-card
1639,Smuggler Mountain Road,EASY,2.7 miles,780 feet,Out & Back,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,White River National Forest,4.4,1639,https://www.alltrails.com/trail/us/colorado/smuggler-mountain-road?ref=result-card
1640,Pipeline Trail,EASY,1.5 miles,9 feet,Out & Back,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cherry Creek State Park,4.1,1640,https://www.alltrails.com/trail/us/colorado/pipeline-trail--2?ref=result-card
1641,Colorado Trail : Segment 9,HARD,12.7 miles,"2,339 feet",Point to Point,1,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Holy Cross Wilderness,4.9,1641,https://www.alltrails.com/trail/us/colorado/colorado-trail-segment-9?ref=result-card
1642,Trappers Lake Trail,MODERATE,5.5 miles,636 feet,Loop,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,White River National Forest,4.0,1642,https://www.alltrails.com/trail/us/colorado/trappers-lake-trail?ref=result-card
1643,Cottonwood Pass Road,EASY,14.6 miles,"3,067 feet",Point to Point,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,None,4.3,1643,https://www.alltrails.com/trail/us/colorado/cottonwood-pass-road?ref=result-card
1644,Rock Pond to Werley Ranch Loop Trail,MODERATE,7.4 miles,"1,522 feet",Loop,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mueller State Park,4.0,1644,https://www.alltrails.com/trail/us/colorado/rock-pond-to-werley-ranch-loop-trail?ref=result-card
1645,East Plum Creek Meadows Loop Trail,EASY,2.8 miles,183 feet,Loop,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,None,3.9,1645,https://www.alltrails.com/trail/us/colorado/east-plum-creek-meadows-loop-trail?ref=result-card
1646,Colorado Trail : Segment 12,HARD,16.9 miles,"4,570 feet",Point to Point,1,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Collegiate Peaks Wilderness,5.0,1646,https://www.alltrails.com/trail/us/colorado/colorado-trail-segment-12?ref=result-card
1647,Hornbeck Wildlife Loop ,EASY,3.6 miles,501 feet,Loop,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Florissant Fossil Beds National Monument,3.8,1647,https://www.alltrails.com/trail/us/colorado/hornbeck-wildlife-loop?ref=result-card
1648,Alpine Gulch Trail,MODERATE,9.3 miles,"3,018 feet",Out & Back,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,4.3,1648,https://www.alltrails.com/trail/us/colorado/alpine-gulch-trail?ref=result-card
1649,Baker Gulch to Parika Lake,MODERATE,10.8 miles,"2,683 feet",Out & Back,1,1,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Never Summer Wilderness,5.0,1649,https://www.alltrails.com/trail/us/colorado/baker-gulch-to-parika-lake?ref=result-card
1650,Westridge Trail Via Timber Trail,MODERATE,10.2 miles,"2,125 feet",Out & Back,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Charles A Lory State Park,4.0,1650,https://www.alltrails.com/trail/us/colorado/westridge-trail-via-timber-trail?ref=result-card
1651,Iron Chest Mine,HARD,5.2 miles,"1,856 feet",Out & Back,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,San Isabel National Forest,4.5,1651,https://www.alltrails.com/trail/us/colorado/iron-chest-mine?ref=result-card
1652,Black Powder Pass Summit,MODERATE,3.4 miles,"1,000 feet",Out & Back,1,1,1,0,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,4.5,1652,https://www.alltrails.com/trail/us/colorado/black-power-pass-summit?ref=result-card
1653,Turkey Flats Loop Trail,MODERATE,10.3 miles,"1,377 feet",Loop,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grand Mesa National Forest,4.5,1653,https://www.alltrails.com/trail/us/colorado/turkey-flats-loop-trail?ref=result-card
1654,Hermosa Creek Trail from Hermosa,EASY,18.2 miles,"3,339 feet",Point to Point,1,0,0,1,1,0,1,0,1,0,0,1,0,1,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Hermosa Creek Wilderness Area,4.4,1654,https://www.alltrails.com/trail/us/colorado/hermosa-creek-trail--2?ref=result-card
1655,Janet's Cabin Trail,HARD,9.9 miles,"2,011 feet",Out & Back,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,White River National Forest,4.5,1655,https://www.alltrails.com/trail/us/colorado/janets-cabin-trail?ref=result-card
1656,Homestead Trail ,EASY,6.4 miles,649 feet,Out & Back,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Homestead Park,3.1,1656,https://www.alltrails.com/trail/us/colorado/north-homestead-trail?ref=result-card
1657,Lee Lateral Ditch Trail,EASY,4.9 miles,52 feet,Out & Back,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,None,3.9,1657,https://www.alltrails.com/trail/us/colorado/lee-lateral-ditch-trail?ref=result-card
1658,Osprey Viewpoint,EASY,1.0 miles,49 feet,Out & Back,1,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,White River National Forest,4.0,1658,https://www.alltrails.com/trail/us/colorado/osprey-viewpoint?ref=result-card
1659,Ridge Route,MODERATE,2.5 miles,629 feet,Out & Back,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,White River National Forest,4.1,1659,https://www.alltrails.com/trail/us/colorado/ridge-route?ref=result-card
1660,Rocky Mountain Lake Loop,HARD,11.8 miles,"2,568 feet",Loop,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rocky Mountain National Park,4.8,1660,https://www.alltrails.com/trail/us/colorado/rocky-mountain-lake-loop?ref=result-card
1661,"Ella Vita, Hogsback, and Slime Gulch Loop",MODERATE,3.3 miles,931 feet,Loop,1,1,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,3.9,1661,https://www.alltrails.com/trail/us/colorado/ella-vita-hogsback-and-slime-gulch-loop?ref=result-card
1662,Elk Falls Pond,MODERATE,7.7 miles,"1,246 feet",Out & Back,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Staunton State Park,3.9,1662,https://www.alltrails.com/trail/us/colorado/elk-falls-pond?ref=result-card
1663,Colorado Trail: Mount Elbert Trailhead to Twin Lakes,MODERATE,8.7 miles,"1,049 feet",Point to Point,1,1,1,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,San Isabel National Forest,4.8,1663,https://www.alltrails.com/trail/us/colorado/colorado-trail-mount-elbert-trailhead-to-twin-lakes?ref=result-card
1664,Neversink Trail,EASY,1.3 miles,9 feet,Out & Back,1,0,0,1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Curecanti National Recreation Area,3.4,1664,https://www.alltrails.com/trail/us/colorado/neversink-trail?ref=result-card
1665,First Fork Trail,MODERATE,3.2 miles,718 feet,Out & Back,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,San Juan National Forest,3.7,1665,https://www.alltrails.com/trail/us/colorado/first-fork-trail?ref=result-card
1666,The Spearhead via Glacier Gorge Trail,HARD,12.5 miles,"3,464 feet",Out & Back,1,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Rocky Mountain National Park,4.3,1666,https://www.alltrails.com/trail/us/colorado/spearhead?ref=result-card
1667,Ormes Peak East Face,EASY,0.5 miles,459 feet,Out & Back,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pike National Forest,3.7,1667,https://www.alltrails.com/trail/us/colorado/ormes-peak-east-face?ref=result-card
1668,Willow Creek Falls via South Willow Creek,MODERATE,6.3 miles,"1,062 feet",Out & Back,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,4.8,1668,https://www.alltrails.com/trail/us/colorado/willow-creek-falls-via-south-willow-creek?ref=result-card
1669,Salt Creek Trail (#618),EASY,25.0 miles,"5,114 feet",Out & Back,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Pike National Forest,3.8,1669,https://www.alltrails.com/trail/us/colorado/salt-creek-trail-618?ref=result-card
1670,Sheep Creek Trail,MODERATE,18.3 miles,"2,644 feet",Loop,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Buffalo Peaks Wilderness,4.8,1670,https://www.alltrails.com/trail/us/colorado/sheep-creek-trail--2?ref=result-card
1671,Grand Mesa Scenic Byway,EASY,61.4 miles,"6,351 feet",Point to Point,0,1,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,Grand Mesa National Forest,4.1,1671,https://www.alltrails.com/trail/us/colorado/grand-mesa-scenic-byway?ref=result-card
